Internal_Site_ID,Kabupaten/Kota,CityCode,RegionalCode,Alamat1,Alamat2,Alamat3,Alamat4,SiteName,Funcloc
GRG-08-007,Kabupaten Lombok Barat,GRG,8,"JL. TGH M. ADNAN RT 07, DSN. BEDUGUL,","DS. BADRAIN,",KEC. NARMADA,LOMBOK BARAT,LEWIS-GOODWIN,100000001765
GRG-08-008,Kabupaten Lombok Barat,GRG,8,JL. GOLF,KL. PERASAK,KC. NARMADA,LOMBOK BARAT,"DAVID, RAMIREZ AND CAMPBELL",100000001766
GRG-08-009,Kabupaten Lombok Barat,GRG,8,SAYONG BARU RT. 03 RW. 01,"DS. SEKOTONG TENGAH,",KC. SEKOTONG,LOMBOK BARAT,WOOD-WILLIAMS,100000001767
GRG-08-010,Kabupaten Lombok Barat,GRG,8,"DUSUN PEMANGKAL,","DESA BATU MEKAR,",KEC. LINGSAR,LOMBOK BARAT,"FLETCHER, TODD AND YU",100000001768
GRG-08-011,Kabupaten Lombok Barat,GRG,8,"DUSUN KAMPUNG PUNIKAN SELATAN,","DESA BATU MEKAR,",KEC. LINGSAR,LOMBOK BARAT,NELSON GROUP,100000001769
GRG-08-012,Kabupaten Lombok Barat,GRG,8,"DUSUN LEMPANGE,","DESA REMPK,",KEC. GANGGA,LOMBOK BARAT,POWERS INC,100000001770
GRG-08-013,Kabupaten Lombok Barat,GRG,8,"DUSUN SESAOT LAUK,","DESA SESAOT,",KEC. NARMADA,LOMBOK BARAT,COOPER-LEE,100000001771
GRG-08-014,Kabupaten Lombok Barat,GRG,8,"JL. DUSUN TODO,","DESA BANTEK,",KEC. GANGGA,LOMBOK BARAT,CARROLL LTD,100000001772
GRG-08-015,Kabupaten Lombok Barat,GRG,8,"DUSUN GILI GENTING RT/RW 01/01,",DUSUN SEKOTONG BARAT,LOMBOK BARAT,LOMBOK BARAT,"BOWERS, ARNOLD AND PEREZ",100000001773
GRG-08-016,Kabupaten Lombok Barat,GRG,8,"DUSUN JAGAPATI, ,",DESA DOMPANG,KEC. GUNUNG SARI,LOMBOK BARAT,"MITCHELL, KELLER AND SILVA",100000001774
GRG-08-017,Kabupaten Lombok Barat,GRG,8,"JL. DUSUN SIDEMEN LAUK,","DESA LEMBUH SARI,",KEC. BETULAYAR,LOMBOK BARAT,"JOHNSON, HARRIS AND JIMENEZ",100000001775
GRG-08-018,Kabupaten Lombok Barat,GRG,8,DUSUN LENDANGGUAR TIMUR,"DESA KEDARO,",KC. SEKOTONG TENGAH,LOMBOK BARAT,"YOUNG, DAVIS AND SOLIS",100000001776
GRG-08-019,Kabupaten Lombok Barat,GRG,8,"SALUT RT/RW 05/02,","DS. SELAT,",KEC. NARMADA,LOMBOK BARAT,BAUER LTD,100000001777
GRG-08-020,Kabupaten Lombok Barat,GRG,8,"BUNSABANG ,",DESA SUKARARA,KEC. JUNGKAT,LOMBOK BARAT,"CERVANTES, BROOKS AND SANCHEZ",100000001778
GRG-08-021,Kabupaten Lombok Barat,GRG,8,"KAWASAN MEDANA RESORT,",MEDANA RESORT,"KEC. PEMENANG,",LOMBOK BARAT,"ZAMORA, DAVIS AND POPE",100000001779
GRG-08-022,Kabupaten Lombok Barat,GRG,8,DUSUN MEKARSARI,MEKARSARI,PRAYA BARAT,LOMBOK BARAT,TURNER AND SONS,100000005556
GRG-08-023,Kabupaten Lombok Barat,GRG,8,"DESA BUWUN MAS,  PROVINSI NTB","KEL. SEKOTONG TENGAH,","KECAMATAN SEKOTONG TENGAH,",LOMBOK BARAT,JONES-TORRES,100000005557
GRG-08-024,Kabupaten Lombok Barat,GRG,8,JL. RAYA SENGGIGI,KEL. LOMBOK BARAT,KEC. LOMBOK BARAT,LOMBOK BARAT,DUNCAN-BELL,100000012605
GRG-08-025,Kabupaten Lombok Barat,GRG,8,DUSUN KAYU PUTIH,DESA PELANGAN,KEC. SEKOTONG,LOMBOK BARAT,"BRIGHT, SMITH AND GOMEZ",100000014578
GRT-05-001,Kabupaten Garut,GRT,5,JL RAYA BUNGBULANG RT02/02,KP CISANDAAN,GARUT,GARUT,COLLINS LLC,100000000254
GRT-05-002,Kabupaten Garut,GRT,5,JL RAYA BUNGBULANG RT01/08,DS WARGA MULYA,KEC CIKAJANG GARUT,GARUT,"GONZALEZ, HARRIS AND BAILEY",100000000255
GRT-05-003,Kabupaten Garut,GRT,5,"KP. SINDANG SARI, RT 06 RW 02,",KEL. WANGUNJAYA,KEC. BANJARWANGI,GARUT,"STEPHENS, LOVE AND CARRILLO",100000001780
GRT-05-004,Kabupaten Garut,GRT,5,KP. SIMPANG RT. 01 RW. 01,DS. CIPANGRAMATAN,KEC. CIKAJANG,GARUT,"LEWIS, TURNER AND HARPER",100000001782
GRT-05-005,Kabupaten Garut,GRT,5,JL. CIMANUK RT. 03 RW. 06,DS JAYAWARAS,KEC. TAROGONG KIDUL,GARUT,LEE GROUP,100000001784
GRT-05-006,Kabupaten Garut,GRT,5,KP. TALEGONG RT. 01 RW. 01,DS. SUKAMULYA,KEC. TALEGONG,GARUT,HENDERSON AND SONS,100000001786
GRT-05-007,Kabupaten Garut,GRT,5,TB FAJAR JL.GUNTUR MELATI RT01 RW17,DS.HAURPANGGUNG,KEC TAROGONG KIDUL,GARUT,GRAHAM-GOODMAN,100000006239
GRT-05-008,Kabupaten Garut,GRT,5,KP PASIR SALAM RT.03 RW 03,DS. HARUMAN,KEC.LELES,GARUT,BARRY INC,100000006240
GRT-05-009,Kabupaten Garut,GRT,5,KP. ARENG RT.07 RW.03,DS. CIGEDUG,KEC. CIGEDUG,GARUT,"MEJIA, DANIELS AND HUNTER",100000006243
GRT-05-010,Kabupaten Garut,GRT,5,DUSUN BUNI HAYU RT.03 RW.03,DESA GIRI MUKTI,KEC. CIKELET,GARUT,"SMITH, VAUGHN AND SAMPSON",100000006247
GRT-05-011,Kabupaten Garut,GRT,5,DUSUN CISANGKAL RT 01 RW 03,DESA CISANGKAL,KEC. CIHURIP,GARUT,"STEVENS, CURTIS AND MORRISON",100000006249
GRT-05-012,Kabupaten Garut,GRT,5,KP.JANGKURANG,SUKAMANTRI,GARUT,GARUT,WHITE-QUINN,100000007349
GRT-05-013,Kabupaten Garut,GRT,5,YAYASAN MASJID AL-FATAH JL. RAYA LIMBANG,,KEC. BALUBUR LIMBANGAN,GARUT,WRIGHT-ELLIOTT,100000007351
GRT-05-014,Kabupaten Garut,GRT,5,"DS. PAMALAYAN,","DS. PAMALAYAN,","KEC. CISEWU,",GARUT,KNIGHT INC,100000007352
GRT-05-015,Kabupaten Garut,GRT,5,KP. PENGGILINGAN RT.05/05 PASIR WANGI,PENGGILINGAN,KEC. PASIR WANGI,GARUT,HALL-SMITH,100000007369
GRT-05-016,Kabupaten Garut,GRT,5,JL. RAYA SAMARANG RT.05 RW.02,DESA MEKAR GALIH,KEC.TAROGONG KIDUL,GARUT,STEWART INC,100000007383
GRT-05-017,Kabupaten Garut,GRT,5,JALAN IR.HAJI. JUANDA,KEL. GARUT,KEC. GARUT,GARUT,KING-BULLOCK,100000012606
GRT-05-018,Kabupaten Garut,GRT,5,"KP. BUNISARI,",MEKARSARI,CIBATU,GARUT,DAVIS-WEEKS,100000014579
GRT-05-019,Kabupaten Garut,GRT,5,JN. STASIUN WANARAJA ( CIKOLE ) RT.01,KELU. WANASARI,"KEC. WANARAJA,",GARUT,"JONES, WILLIAMS AND SUAREZ",100000014580
GRT-05-020,Kabupaten Garut,GRT,5,KP.SUKAMANAH RT:02/07,DESA KARANGMULYA,KEC.KADUNGORA,GARUT,JONES-WARNER,100000018165
GRT-05-021,Kabupaten Garut,GRT,5,"KP.SAWAH LIMUS,",DS.MEKARMUKTI,KEC.MEKARMUKTI,GARUT,"NEAL, DUNCAN AND LIU",100000018167
GRT-05-022,Kabupaten Garut,GRT,5,KP. BURUJUL RT/RW 01/04.,DS. BOJONG KAPOL -,KEC. BOJONG GAMBIR,GARUT,"NGUYEN, WOLF AND BUCK",100000018180
GRT-05-023,Kabupaten Garut,GRT,5,KP.BOJONG JAYA RT:01/07,DS.MUNCANG,KC.SODONG HILIR,GARUT,CAMPOS INC,100000018181
GRT-05-024,Kabupaten Garut,GRT,5,KP.PAGERSARI RT.02/06 DESA CIMAREME,DS CIMAREME,BANYURESMI,GARUT,PEREZ-FROST,100000048259
GRT-05-025,Kabupaten Garut,GRT,5,KP.BABAKAN KIARA RT.04/07,DS KARANGSARI,PAKENJENG,GARUT,MARTINEZ-HERRERA,100000055546
GRT-05-026,Kabupaten Garut,GRT,5,KP.KUBANGJAYA RT.05/05 DS.CIPAGANTI,DS CIPAGANTI,CISURUPAN,GARUT,EVANS-PINEDA,100000055556
GRT-05-027,Kabupaten Garut,GRT,5,KP.PONDOK SALUYU RT.01/03 DESA JAYAMEKAR,DS JAYAMEKAR,PAKENJENG,GARUT,"SCOTT, VANCE AND WALLS",100000055563
GRT-05-028,Kabupaten Garut,GRT,5,KP.RANCABOLANG RT.03/07 DESA KARANGWANGI,DS KARANGWANGI,MEKARMUKTI,GARUT,ALVAREZ INC,100000055566
GRT-05-029,Kabupaten Garut,GRT,5,KP.CITOMO RT.04/05 DESA PANYINDANGAN,DS PANYINDANGAN,CISOMPET,GARUT,ORTIZ-STONE,100000055570
GSK-07-001,Kabupaten Gresik,GSK,7,DESA IMAAN,DESA IMAAN,KEC DUKUN,GRESIK,JOHNSON-LAMB,100000000257
GSK-07-002,Kabupaten Gresik,GSK,7,JL. RAYA HULAAN RT.17/07,DS. SIDO JANGKUNG,KEC. MENGANTI,GRESIK,"THOMAS, BROWN AND GUTIERREZ",100000000258
GSK-07-003,Kabupaten Gresik,GSK,7,JL.GAMMA MASPION (KAWASAN INDUSTRI),KEL.SUKOMULYO,KEC.MANYAR,GRESIK,ROSE-GLOVER,100000000260
GSK-07-004,Kabupaten Gresik,GSK,7,JL.MADUMULYOREJO RT.02 RW.01,KEL.MADUMULYOREJO,KEC.DUKUN,GRESIK,"LAWRENCE, MCMILLAN AND ALLEN",100000000261
GSK-07-005,Kabupaten Gresik,GSK,7,"JL. SETRO, RT.008 RW.004",DESA SETRO,KEC.MENGANTI,GRESIK,"COLLINS, DAVIS AND GARCIA",100000001792
GSK-07-006,Kabupaten Gresik,GSK,7,JL. RAYA METATU RT 07 RW 02,DS. METATU,KEC. BENJENG,GRESIK,DAVIS LTD,100000001794
GSK-07-007,Kabupaten Gresik,GSK,7,GRAHA PETROKIMIA JL. AHMAD YANI,DEPAN GOR TRI DARMA,GRESIK,GRESIK,HANSEN-MCINTOSH,100000005333
GSK-07-008,Kabupaten Gresik,GSK,7,DUSUN KATIMOHO RT.09 RW.03,DESA KATIMOHO,KEC. KEDAMEAN,GRESIK,"POOLE, MCINTYRE AND ALVARADO",100000006312
GSK-07-009,Kabupaten Gresik,GSK,7,"JL. DN. KALI LOR, RT 007/003",DS KALI PADANG,BENJENG,GRESIK,COPELAND-HOWARD,100000014581
GSK-07-010,Kabupaten Gresik,GSK,7,JL. CERME,"KEC .CERME LOR,",GRESIK,GRESIK,"WHITE, MILLER AND HARRIS",100000014583
GSK-07-011,Kabupaten Gresik,GSK,7,PUTRI KABUNAN RT002 RW004 DESA NGEMBOH K,NGEMBOH,UJUNG PANGKAH,GRESIK,ALEXANDER-STAFFORD,100000056985
GST-01-001,Kota Gunungsitoli,GST,1,GUNUNG SITOLI SELATANKAB GUNUNG SITOLI,DESA FODO,GUNUNG SITOLI SELATAN,"GUNUNGSITOLI, KOTA","WRIGHT, BROWN AND BRYANT",100000000262
GST-01-002,Kabupaten Nias,GST,1,DESA SINARIKI,KEL. DESA SINARKI,KEC.HILIDUHO,NIAS,KLEIN INC,100000000263
GST-01-003,Kabupaten Nias,GST,1,DUSUN 1,DESA HILIGANOITA,KECAMATAN BAWOLATO,NIAS,"CLARK, PARKER AND PETERSON",100000000264
GST-01-004,Kabupaten Nias,GST,1,DUSUN 3,SINDRONDRO,KECAMATAN BAWOLATO,NIAS,CHAVEZ-CHANDLER,100000000265
GST-01-005,Kota Gunungsitoli,GST,1,JL GUNUNG SITOLI - ALASA KM 5 DUSUN II,DESA SIHAREO SIWAHILI,KEC. GUNUNG SITOLI BARAT,"GUNUNGSITOLI, KOTA",BECKER PLC,100000001798
GST-01-006,Kabupaten Nias,GST,1,JL. RAYA TUHEMBERUA,DESA LAAYA,KEC. TUHEMBERUA,NIAS,MEYER PLC,100000001799
GST-01-007,Kabupaten Nias,GST,1,"DESA LAUSO,",DESA LAUSO,KEC. IDANOGAWO,NIAS,WILLIAMS-HUNT,100000001800
GST-01-008,Kabupaten Nias,GST,1,"DESA LAHEMO,",KEL. DESA LAHEMO,KEC.GIDO,NIAS,"WATTS, BROWN AND PETERS",100000001801
GST-01-009,Kabupaten Nias,GST,1,"DESA DAHADANO BOTOMBAWO,",KEL. DESA DAHADANO BOTOMBAWO,KEC.HILIR SERANGKAI,NIAS,GONZALES LLC,100000001802
GST-01-010,Kabupaten Nias,GST,1,"DESA WEÂ€™A-WEÂ€™A,",KEL. DESA WEA - WEA,KEC.GIDO,NIAS,"STEVENS, CAMPOS AND WILLIS",100000001803
GST-01-011,Kabupaten Nias,GST,1,"DUSUN 3,",DESA TETEHOSI,KECAMATAN IDANE GAWO,NIAS,"CAMPBELL, WATTS AND PIERCE",100000001804
GST-01-012,Kabupaten Nias,GST,1,"JL. PATIMURA LORONG 1 ,",KEL. ILIR,KEC. GUNUNG SITOLI,NIAS,"WEAVER, MULLINS AND NGUYEN",100000001805
GST-01-013,Kota Gunungsitoli,GST,1,"JL. FONDRAKO ,","KEL. DESA SIWAHILI ,",KEC. GUSBAR,"GUNUNGSITOLI, KOTA",NUNEZ-ELLIS,100000004872
GST-01-014,Kabupaten Nias,GST,1,"DESA TEMBUASI,","KEL. DESA TEMBUASI,",KEC. GODO,NIAS,WOODWARD LLC,100000004912
GST-01-015,Kota Gunungsitoli,GST,1,"DUSUN 1,","DESA IRAONO LASE,",KECAMATAN GUNUNG SITOLI ALOÂ€™OA,"GUNUNGSITOLI, KOTA","FLORES, WELLS AND REID",100000005139
GST-01-016,Kota Gunungsitoli,GST,1,"DESA IRAONOGEBA,","DESA IRAONOGEBA,",KECAMATAN GUNUNG SITOLI,"GUNUNGSITOLI, KOTA",SMITH LLC,100000005154
GST-01-017,Kabupaten Nias,GST,1,"DUSUN II,","DESA HILILAWAE,","KECAMATAN IDANO GAWO,",NIAS,BROCK PLC,100000005177
GST-01-018,Kota Gunungsitoli,GST,1,"DESA HAMBAWA,","DESA HAMBAWA,",KECAMATAN GUNUNG SITOLI UTARA,"GUNUNGSITOLI, KOTA",HERNANDEZ-MURPHY,100000005890
GST-01-019,Kota Gunungsitoli,GST,1,"DESA NAZALOU ALOÂ€™OA,","DESA NAZALOU ALOÂ€™OA,",KECAMATAN GUNUNG SITOLI ALOÂ€™OA,"GUNUNGSITOLI, KOTA","SULLIVAN, MCKEE AND BUSH",100000005891
GTO-10-001,Kota Gorontalo,GTO,10,JL. SELAYAR,DESA PAGUYAMAN,KEC. KOTA TENGAH,"GORONTALO, KOTA",BROWN AND SONS,100000001806
GTO-10-002,Kota Gorontalo,GTO,10,"JL. RAJA EYATO,",KEL.MOLOSIPAT,KEC. KOTA BARAT,"GORONTALO, KOTA",CAREY-SHARP,100000001807
GTO-10-003,Kota Gorontalo,GTO,10,JL. RAYA MOTOR DULLAH (BELAKANG POM),KEL. TALUMOLO,KEC. KOTA TIMUR,"GORONTALO, KOTA","LEE, MILLER AND DORSEY",100000001808
GTO-10-004,Kota Gorontalo,GTO,10,"JL. TAMAN SURYA II,",KEL. DEMBE JAYA,KEC. KOTA UTARA,"GORONTALO, KOTA","THOMPSON, COOK AND CROSBY",100000001809
GTO-10-005,Kota Gorontalo,GTO,10,"DUSUN III,",DESA PILOHAYANGA,KECAMATAN TELAGA,GORONTALO,BARNETT GROUP,100000001810
GTO-10-006,Kota Gorontalo,GTO,10,"DUSUN II,",DESA HULAGA,KECAMATAN TELAGA,GORONTALO,JIMENEZ GROUP,100000001811
GTO-10-007,Kota Gorontalo,GTO,10,DESA LAUWONU,DESA LAUWONU,KECAMATAN TILANGO,GORONTALO,TAYLOR-BARNETT,100000001814
GTO-10-008,Kota Gorontalo,GTO,10,KEL. BOLIHUANGGA.,KEL. BOLIHUANGGA.,KEC. LIMBOTO,GORONTALO,"ESTES, COHEN AND BRADLEY",100000001815
GTO-10-009,Kota Gorontalo,GTO,10,JL. BELUT.,DESA DUTULANA.,KEC. LIMBOTO,GORONTALO,WILLIAMSON-SCOTT,100000001816
GTO-10-010,Kota Gorontalo,GTO,10,DUSUN I,DESA ULAPATO,KEC. TELAGA BIRU,GORONTALO,HENDRICKS PLC,100000001817
GTO-10-011,Kota Gorontalo,GTO,10,DESA PADENGO,DESA PADENGO,KEC. LIMBOTO BARAT,GORONTALO,SCOTT GROUP,100000001818
GTO-10-012,Kota Gorontalo,GTO,10,DUSUN III DESA TUNGGULO,DESA TUNGGULO,KEC. LIMBOTO BARAT,GORONTALO,HUNT-PHILLIPS,100000001819
GTO-10-013,Kota Gorontalo,GTO,10,"DUSUN TAMBUALA,",DESA PATUNGO.,KEC. TELAGA BIRU,GORONTALO,"JOHNSON, LEWIS AND VARGAS",100000001820
GTO-10-014,Kota Gorontalo,GTO,10,"DUSUN BENDUNGAN,",DESA PARIS,KEC.MOOTILANGO,GORONTALO,WILLIAMS-HARRIS,100000001822
GTO-10-015,Kota Gorontalo,GTO,10,JL. DUSUN I,DESA KARYA INDAH,KEC. BUNTULIA,GORONTALO,"WEAVER, SMITH AND STEVENSON",100000001825
GTO-10-016,Kota Gorontalo,GTO,10,JL. IDAMAN MAKMUR DESA MAKMUR ABADI KEC.,MAKMUR ABADI,TOLANGOHULA,"GORONTALO, KOTA","KAUFMAN, MARTINEZ AND FRYE",100000031045
IDL-03-001,Kabupaten Ogan Ilir,IDL,3,JL. BERONJONG RT. 04/RW. 02,DESA TANJUNG PINANG II,KEC. TANJUNG BATU,OGAN ILIR,STEVENS-JOHNSON,100000000266
IDL-03-002,Kabupaten Ogan Ilir,IDL,3,JL. LINTAS PALEMBANG - INDRALAYA KM. 32,INDRALAYA,INDRALAYA,OGAN ILIR,"MILLER, BALL AND ESPINOZA",100000001826
IDL-03-003,Kabupaten Ogan Ilir,IDL,3,"DUSUN II RT04,",DESA TEBEDAK II,KEC. PAYARAMAN,OGAN ILIR,TRAN PLC,100000001828
IDL-03-004,Kabupaten Ogan Ilir,IDL,3,RT. 04 INDREALAYA UTARA,DESA INDREALAYA UTARA,OGAN ILIR,OGAN ILIR,MORRIS LLC,100000006053
IDL-03-005,Kabupaten Ogan Ilir,IDL,3,DSN 3,DESA RANTAU PANJANG ULU,KEC. RANTAU PANJANG,OGAN ILIR,MEJIA GROUP,100000006054
IDL-03-006,Kabupaten Ogan Ilir,IDL,3,RT. 03 DSN 2,DESA SUNGAI RAMBUTAN,KEC. INDRALAYA UTARA,OGAN ILIR,HERNANDEZ LTD,100000006055
IDL-03-007,Kabupaten Ogan Ilir,IDL,3,"JL. PEMBANGUNAN I, DUSUN I,","DESA BANGUN JAYA,",KECAMATAN TANJUNG BATU,OGAN ILIR,CUNNINGHAM-CUNNINGHAM,100000006094
IDL-03-008,Kabupaten Ogan Ilir,IDL,3,"RT.04,","KEL. SUNGAI PINANG,",KEC. SUNGAI PINANG,OGAN ILIR,"ROBERTS, TORRES AND JONES",100000006103
IDM-05-001,Kabupaten Indramayu,IDM,5,TORTORAN PERSIL 00016,DS.TORTORAN,KEC.SINDANG,INDRAMAYU,WILLIAMS AND SONS,100000000270
IDM-05-002,Kabupaten Indramayu,IDM,5,BLOK CIPAAT RT 003/RW 01,DS.CIPAAT,KEC.BONGAS,INDRAMAYU,"COOPER, WOODS AND REYNOLDS",100000000274
IDM-05-003,Kabupaten Indramayu,IDM,5,DESA KEDUNGDAWA,DESA KEDUNGDAWA,KEC. GABUS WETAN,INDRAMAYU,GRAY-SHERMAN,100000000275
IDM-05-004,Kabupaten Indramayu,IDM,5,JL. PANTAI SONG RT02 RW11,DS. KARANGSONG,KEC. INDRAMAYU,INDRAMAYU,"HOWE, COLLINS AND COLLINS",100000000276
IDM-05-005,Kabupaten Indramayu,IDM,5,BLOK PARUT KIDUL KP. WANGUK RT 10 RW 02,DS. WANGUK,KEC. ANJATAN,INDRAMAYU,JONES LLC,100000000277
IDM-05-006,Kabupaten Indramayu,IDM,5,KP.LANGUT RT.20 RW.04,DS.LANGUT,KEC.LOHBENER,INDRAMAYU,CUMMINGS-HENDERSON,100000001831
IDM-05-007,Kabupaten Indramayu,IDM,5,BLOK SUMUR MELATI RT 03/02,DS.SUKAMULYA,KEC.BANGODUA,INDRAMAYU,INGRAM LTD,100000001832
IDM-05-008,Kabupaten Indramayu,IDM,5,BLOK KARANG ANYAR RT 01 RW 03,DESA PATROL BARU,KEC. PATROL,INDRAMAYU,"KERR, RODRIGUEZ AND HARDY",100000001833
IDM-05-009,Kabupaten Indramayu,IDM,5,DESA PONDOH RT 01 RW 02,DESA PONDOH BLOCK I,KEC. JUNTINYUAT,INDRAMAYU,"BAUTISTA, TAYLOR AND WATSON",100000001835
IDM-05-010,Kabupaten Indramayu,IDM,5,JL.SUKAPERNA,KAMP.SUKAPERNA,KEC.TUKDANA,INDRAMAYU,BENITEZ LLC,100000001836
IDM-05-011,Kabupaten Indramayu,IDM,5,JL. RAYA JATISAWIT,KAMPUNG JATI SAWIT,KEC. JATIBARANG,INDRAMAYU,"HERNANDEZ, JUAREZ AND ALEXANDER",100000001838
IDM-05-012,Kabupaten Indramayu,IDM,5,JL.HABIB KELING RT 12 RW 3,DESA TANJAKAN,KEC.KRANGKENG,INDRAMAYU,ROGERS-COLE,100000001839
IDM-05-013,Kabupaten Indramayu,IDM,5,"JL. RAJAWALI DUSUN SUKAASIH, RT02/RW03","DS. BOGOR,",KEC. SUKRA,INDRAMAYU,AUSTIN-JORDAN,100000001879
IDM-05-014,Kabupaten Indramayu,IDM,5,RT.04 RW. 07,"KEL. CIKEDUNG LOR,",KEC. CIKEDUNG,INDRAMAYU,CARSON INC,100000014584
IDM-05-015,Kabupaten Indramayu,IDM,5,DESA PANGKALAN RT.02/01 DESA PANGKALAN,DS PANGKALAN,LOSARANG,INDRAMAYU,"TAYLOR, FLOYD AND DAVIS",100000055551
IDM-05-016,Kabupaten Indramayu,IDM,5,BLOK PERTAMINA RT.03/01 DESA SUKADADI,DS SUKADADI,ARAHAN,INDRAMAYU,"SANTIAGO, SANDERS AND LAMBERT",100000055559
JAP-11-001,Kota Jayapura,JAP,11,KAMPUNG SKOUW MABO,KAMPUNG SKOUW MABO,DISTRIK MUARA TAMI,JAYAPURA,WATSON-MILLER,100000000285
JAP-11-002,Kabupaten Jayapura,JAP,11,KAMPUNG SKOUW MABO,KAMPUNG SKOUW MABO,DISTRIK MUARA TAMI,JAYAPURA,WATSON-MILLER,100000000285
JAP-11-003,Kota Jayapura,JAP,11,"JL.PASIFIK INDAH 2,PASIR DUA,",KELURAHAN TG.RIA,KEC.JAYAPURA UTARA,"JAYAPURA, KOTA",DAVIS-PARRISH,100000001886
JAP-11-004,Kabupaten Jayapura,JAP,11,"JL.PASIFIK INDAH 2,PASIR DUA,",KELURAHAN TG.RIA,KEC.JAYAPURA UTARA,"JAYAPURA, KOTA",DAVIS-PARRISH,100000001886
JAP-11-005,Kota Jayapura,JAP,11,JL. KELAPA 2 ENTROP,KEL. ENTROP DISTRIK,BLK TOKO SAUDARA,"JAYAPURA, KOTA",PEARSON LLC,100000001887
JAP-11-006,Kabupaten Jayapura,JAP,11,JL. KELAPA 2 ENTROP,KEL. ENTROP DISTRIK,BLK TOKO SAUDARA,"JAYAPURA, KOTA",PEARSON LLC,100000001887
JAP-11-007,Kota Jayapura,JAP,11,"RT 02, RW 01 FLAVOWOUW",SENTANI KOTA,SENTANI,JAYAPURA,MILLER INC,100000001888
JAP-11-008,Kabupaten Jayapura,JAP,11,"RT 02, RW 01 FLAVOWOUW",SENTANI KOTA,SENTANI,JAYAPURA,MILLER INC,100000001888
JAP-11-009,Kota Jayapura,JAP,11,JL. PERINTIS GANG MAWAR,DESA KARYA BUMI,KARYA BUMI,JAYAPURA,GOOD-MONTGOMERY,100000001889
JAP-11-010,Kabupaten Jayapura,JAP,11,JL. PERINTIS GANG MAWAR,DESA KARYA BUMI,KARYA BUMI,JAYAPURA,GOOD-MONTGOMERY,100000001889
JAP-11-011,Kota Jayapura,JAP,11,JL. PERINTIS GANG MAWAR,DESA KARYA BUMI,KARYA BUMI,JAYAPURA,ALLEN GROUP,100000001890
JAP-11-012,Kabupaten Jayapura,JAP,11,JL. PERINTIS GANG MAWAR,DESA KARYA BUMI,KARYA BUMI,JAYAPURA,ALLEN GROUP,100000001890
JAP-11-013,Kota Jayapura,JAP,11,JL. RAYA KOTARAJA ABEPURA,KOTARAJA,KEC. ABEPURA,JAYAPURA,MILLER INC,100000004849
JAP-11-014,Kabupaten Jayapura,JAP,11,JL. RAYA KOTARAJA ABEPURA,KOTARAJA,KEC. ABEPURA,JAYAPURA,MILLER INC,100000004849
JAP-11-015,Kota Jayapura,JAP,11,JL. KUBURAN RT.01 RW.01,KEL. HINEKOMBE DISTRIK SENTANI,JAYAPURA,JAYAPURA,FRYE LLC,100000004919
JAP-11-016,Kabupaten Jayapura,JAP,11,JL. KUBURAN RT.01 RW.01,KEL. HINEKOMBE DISTRIK SENTANI,JAYAPURA,JAYAPURA,FRYE LLC,100000004919
JAP-11-017,Kota Jayapura,JAP,11,IFAR GUNUNG JAYAPURA,"KEL. JAYAPURA,","KEC. JAYAPURA,","JAYAPURA, KOTA","KING, HINTON AND LUNA",100000012632
JAP-11-018,Kabupaten Jayapura,JAP,11,IFAR GUNUNG JAYAPURA,"KEL. JAYAPURA,","KEC. JAYAPURA,","JAYAPURA, KOTA","KING, HINTON AND LUNA",100000012632
JAP-11-019,Kota Jayapura,JAP,11,"JL. AMA, SENTANI, JAYAPURA","KEL. JAYAPURA,","KEC. JAYAPURA,","JAYAPURA, KOTA",LAM GROUP,100000012635
JAP-11-020,Kabupaten Jayapura,JAP,11,"JL. AMA, SENTANI, JAYAPURA","KEL. JAYAPURA,","KEC. JAYAPURA,","JAYAPURA, KOTA",LAM GROUP,100000012635
JAP-11-021,Kota Jayapura,JAP,11,JL. SKY LINE KOTA JAYAPURA,"KEL. JAYAPURA,","KEC. JAYAPURA,","JAYAPURA, KOTA",MURPHY LTD,100000012636
JAP-11-022,Kabupaten Jayapura,JAP,11,JL. SKY LINE KOTA JAYAPURA,"KEL. JAYAPURA,","KEC. JAYAPURA,","JAYAPURA, KOTA",MURPHY LTD,100000012636
JAP-11-023,Kota Jayapura,JAP,11,ARGAPURA KANON RT 03 RW.I,KELURAHAN ARGAPURA,KECAMATAN JAYAPURA SELATAN,"JAYAPURA, KOTA",GREEN-BARRON,100000014585
JAP-11-024,Kabupaten Jayapura,JAP,11,ARGAPURA KANON RT 03 RW.I,KELURAHAN ARGAPURA,KECAMATAN JAYAPURA SELATAN,"JAYAPURA, KOTA",GREEN-BARRON,100000014585
JBG-07-001,Kabupaten Jombang,JBG,7,DK.SUMBERBEJI RT.01/01,DS.KESAMBEN,KEC.NGORO,JOMBANG,WILLIAMS GROUP,100000000286
JBG-07-002,Kabupaten Jombang,JBG,7,KEDUNGBOKOR RT 002 RW 001,GENUKWATU,NGORO,JOMBANG,LUTZ-SMITH,100000000355
JBG-07-003,Kabupaten Jombang,JBG,7,DSN. TEGALSARI RT 03 RW 01,DS KABEN,KEC. BANDAR,JOMBANG,BURTON INC,100000001891
JBG-07-004,Kabupaten Jombang,JBG,7,RT005 RW002,DSN CAKANG PRANTI,JOMBANG,JOMBANG,LAMB PLC,100000001892
